"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"9530056K15Rik",0.0496072513393618,-0.750893112591851,0.0882891316691977,0.929945084578407,0.953944794311892,-5.57707361160391
"Dock11",0.172385570279053,5.88300243155142,1.82736025014846,0.0726907887168307,0.20205286721198,-5.57715819089503
"Tekt2",-0.0928466319744349,-0.707177753049826,-0.164044106573454,0.870255624872673,0.929455843985319,-5.57763752280835
"Stx12",0.156028524645818,6.59748615520378,1.89998477838038,0.0623125911988875,0.179566265076828,-5.57810890266449
"Slc16a9",-0.117806006493349,-0.667929228961484,-0.215505448003168,0.830114566235008,0.907552486694934,-5.57812876103408
"Numb",0.171898537732514,4.85401085066073,1.7108814331099,0.0923426261865611,0.239604721900078,-5.57831246459293
"Psenen",0.167954572523374,5.30848550092494,1.76395397743805,0.0829029313554493,0.222309590694385,-5.57888707253287
"Rnf170-ps",-0.282225775736471,0.138514491559176,-0.673702646791362,0.503124262790404,0.690982962531689,-5.5792191815656
"Onecut3",-0.292075556054588,0.165780043388528,-0.683917929919053,0.496697397484419,0.68432471408209,-5.57938083043881
"Spata7",0.202373204466907,3.60420830361657,1.53394915521188,0.130373370760251,0.311170844799421,-5.57989179646636
"Unc50",-0.168437987118319,5.51291222761704,-1.78505555279776,0.0793793507209162,0.216005174901451,-5.58071509524592
"D630003M21Rik",0.288587497245511,1.39088520315738,1.06178598826071,0.292648420449036,0.522350298630781,-5.58106991814505
"Gm12286",0.207398349501485,-0.450267170370898,0.391166459194682,0.697079554131012,0.804562804203709,-5.58107865779143
"Arhgap17",0.164987799114555,5.8471820101564,1.82128952215856,0.073620522179375,0.204055582536763,-5.58117107144127
"Gm12345",-0.0977652024015972,-0.681774218828547,-0.179596101956197,0.858083421147986,0.923426894501826,-5.58139917761935
"Usmg5",-0.161330639432827,6.19212705301246,-1.85647516454326,0.0683677451589898,0.192485618832512,-5.58162842546665
"0610009E02Rik",-0.164336505419948,-0.554902236682222,-0.310823963091036,0.757027036141805,0.852740585592124,-5.58163229392285
"Gm11878",0.0684035027707006,-0.714782559244343,0.124656682036273,0.901217987228004,0.937896048735949,-5.58186000364965
"Zfp658",-0.263025733617293,2.2273556099726,-1.26190371802506,0.211936230865859,0.432512013609834,-5.58190631052455
"1700029J07Rik",0.247091219394253,2.44227156897659,1.31183886640816,0.194642682632112,0.407881799910605,-5.58190772595026
"Dand5",-0.242696328148139,2.87453236791841,-1.39874578092238,0.167110291000638,0.367413906308729,-5.58191687308145
"Snord43",-0.196996175182405,-0.445310660931055,-0.386658539475739,0.700396389543722,0.807435479768245,-5.58231189052884
"Rsph10b",0.201752862132668,-0.434198957366915,0.398795138918679,0.691480059105296,0.799993474303619,-5.58238385680136
"Reln",-0.160967131879235,-0.550665919490215,-0.309753300657782,0.757837091105449,0.853301065760205,-5.58260165007323
"Slc22a5",0.213331724620574,3.36955649705332,1.49214375667818,0.14097551180473,0.327682865241043,-5.58270145680137
"1700007J10Rik",0.0800580791160804,-0.697131417729141,0.14641992781691,0.884087726039326,0.932290809948908,-5.58323760502331
"Ppp1r2-ps4",-0.143318185129021,-0.602052294880906,-0.260483073251088,0.795395749325728,0.880023974994435,-5.58325520629936
"Car2",0.0601245732458506,-0.711736968072081,0.108697346814064,0.913810407553775,0.944226886188562,-5.58402901942658
"Fat2",0.293997082182232,1.1119074896918,0.983123489480393,0.329550540676447,0.563945134070007,-5.5840650285855
"Gm32585",-0.0925414026834088,-0.677211878805431,-0.162856550262446,0.871186434662625,0.929455843985319,-5.58431378188865
"1700028E10Rik",0.0673154573401941,-0.705589968998894,0.119877283527322,0.904986560733028,0.94028110546902,-5.5844810999524
"Tnnt2",0.161342072894308,6.32103384139129,1.86846500852999,0.0666515426591231,0.189352234227286,-5.58452122445035
"Fam229b",0.283264547006872,1.53352401920029,1.09562424299912,0.277683774848878,0.503366359519271,-5.58454585013913
"C130083M11Rik",-0.250463599564145,-0.148051696082521,-0.542947744382388,0.58920573612768,0.745469667170604,-5.58494678159617
"Gm29257",0.241949052572919,-0.280062457765985,0.482168374823155,0.631465590363717,0.759823339916366,-5.58501306778339
"Mark4",0.162767115754546,6.02174947958054,1.83736369637653,0.0711802655769361,0.198663073600715,-5.58505776290828
"Gm26576",-0.280569399880034,0.118311053061912,-0.657002809394004,0.51372713236494,0.701472235231526,-5.58518776083626
"Tmem182",-0.297638251376353,0.263664228819973,-0.709840762608098,0.480591654098731,0.668748282637283,-5.58530487256418
"Gm8318",-0.0887552529306612,-0.676577173752677,-0.158687976938455,0.874455213505945,0.929455843985319,-5.5854416951793
"Pcdhga5",-0.295971198476569,0.606823584147945,-0.827679566500533,0.411178539769516,0.614360493843629,-5.58564847049436
"Npas2",-0.261718203634259,-0.0541034984996413,-0.583421793647197,0.561827207141985,0.745469667170604,-5.5860093770786
"Hspa14",-0.161121703521092,6.09281734984032,-1.84363579761267,0.0702467011276003,0.196546431481351,-5.58618889482452
"Gm36266",0.0990672218966048,-0.663239755488263,0.178642768070681,0.858828611219629,0.923781182753946,-5.58634555238194
"Zfp248",-0.267953338589519,2.18951556751525,-1.24973671807499,0.216317526421748,0.439213524722928,-5.58640877193442
"Gm6566",0.0761770451839059,-0.689898380325388,0.133761493356523,0.894045195553554,0.93463849603694,-5.58647764817249
"A430108G06Rik",-0.20308365933906,-0.40678097146711,-0.399432594506071,0.69101294014916,0.799588557000429,-5.58662819135386
"Gm42984",-0.280668148918523,0.160962480365406,-0.670048697530908,0.505434010938491,0.693213788884851,-5.58683443738095
"Tle3",0.157795110273533,6.55330719423104,1.8901417616775,0.0636410886274582,0.182527802452474,-5.5878667442757
"Gm10080",0.224646902135721,-0.299840764148213,0.463277489191893,0.644865428634503,0.769838045997459,-5.5883849691375
"Dele1",0.166884797461561,5.24682915937174,1.75110763734582,0.0851110057850918,0.225840660283112,-5.58868565374318
"Prkch",-0.255859599976536,-0.0967679671986905,-0.559423008163242,0.577985040210243,0.745469667170604,-5.58901969446172
"Rps15a-ps3",0.27460154847246,0.0627779655905194,0.630769978376834,0.530620385629936,0.718376344590811,-5.58936569795551
"Gm8069",0.191500746701376,-0.456148699951603,0.362395209888581,0.718348207078037,0.822643509778988,-5.58966560766762
"Gm44986",0.0833042421327352,-0.663796673336494,0.15207825167099,0.879642701470807,0.931781808800315,-5.59006935236686
"Igsf23",0.0309116192602003,-0.699694082529393,0.0556278630904232,0.95582572240253,0.972818971362127,-5.59068918057447
"Nemf",-0.169411948655931,5.44671941293262,-1.77181097242045,0.0815760543325048,0.220051305692534,-5.59070461416379
"Cyp4f16",-0.196177459807439,3.83244759204957,-1.56167632554713,0.123698511826024,0.299108763165965,-5.59076563739167
"Tango6",0.158453059909821,6.22473783160207,1.85500422845852,0.0685808354782796,0.192906558962235,-5.59097014488332
"Zmynd12",0.147913820307399,-0.554422106946251,0.276522213796718,0.783110848983867,0.871303750690724,-5.59155991517029
"Gm4117",0.262876012378886,-0.0444614073101021,0.580741939133779,0.563620338034637,0.745469667170604,-5.59181739229532
"Rps4x-ps",0.293640002560485,0.369963767509704,0.742361477851064,0.460805943617891,0.651238376067371,-5.59239881488481
"Lsr",-0.12485153520838,-0.58624000128173,-0.23510569527245,0.814938641103199,0.895384813610629,-5.59274777140093
"Zfp934",-0.268621341224504,1.8581940856105,-1.16529086906545,0.248578545176437,0.473918476096695,-5.59363986368469
"Mrip-ps",0.180912934272685,-0.45805746433727,0.347846643523348,0.729190065264494,0.831884738978005,-5.59392551752455
"Smarce1-ps1",-0.247708956383392,2.3977935017087,-1.29008791642542,0.202040440282439,0.417520682820686,-5.59398082214159
"Gm13147",-0.275762327069016,0.18004118602101,-0.665350201754485,0.508412437577149,0.696336866961645,-5.59414478572977
"Gm3219",-0.0109510080993161,-0.684746746321886,-0.0197502776415723,0.984309048049968,0.991169229851039,-5.59506556942449
"Pex5l",0.079987784902487,-0.64392659828331,0.147590020598177,0.883168221310139,0.932290809948908,-5.59520538170677
"Xkrx",0.229129755922305,-0.306418811345788,0.441725231208669,0.660298587501954,0.778167957928131,-5.59559470205898
"Ucn2",0.00191268191784126,-0.68243471722496,0.00347559621159226,0.997238575178325,0.998580666995679,-5.59574107239908
"5033421B08Rik",0.280324289842207,0.251221097346668,0.693614654345551,0.490638536670407,0.678991816382466,-5.59578005305373
"Ccdc115",-0.184680370571394,4.37425720049932,-1.636857550683,0.10696976540355,0.268797587547136,-5.59655287604888
"Ak3l2-ps",-0.112930205688261,-0.590618141423411,-0.209364345172758,0.834883146586473,0.911634440332566,-5.59710279130518
"D930030I03Rik",0.0239569026814235,-0.672716131498038,0.0430647740404439,0.965794930141772,0.979383173681643,-5.59727027754811
"Ism2",-0.266299372309507,0.108554608582275,-0.630424534334877,0.530844756989009,0.71864447866238,-5.59863368483004
"Gps2",-0.16906371856191,5.09788345632313,-1.72690786912486,0.0894030008122359,0.23456286517182,-5.59907280234644
"Hsd11b2",0.157779774758399,-0.486776388018528,0.306791815725653,0.760079146062478,0.855085125099002,-5.599270904555
"Hist1h3e",-0.112774891784803,-0.586208595385638,-0.198021589707395,0.843707083565928,0.917115173303644,-5.59978592871159
"Hook3",-0.180576978138025,5.70048414386684,-1.79395890327282,0.0779305662233628,0.212932756840241,-5.60027996908271
"Ccdc183",0.0224880256786785,-0.660206309020307,0.0394006443621222,0.968703637114173,0.980953430938097,-5.60044034855965
"Tasp1",-0.188994192704232,4.05511375160548,-1.58907445285866,0.117374365456431,0.286916283011258,-5.60057622168318
"Ccsap",0.164204198913863,5.35698852570409,1.7565318242574,0.0841727982022327,0.223807848150766,-5.60067508526832
"Gm6652",-0.0955666354549629,-0.595455837448477,-0.180555386338136,0.857333710647386,0.922936672579365,-5.6009336762736
"Gm15834",-0.0648593684362519,-0.63001230461318,-0.116744134376596,0.907458257406996,0.941631047082111,-5.60107276242566
"Gm8615",0.186082098662614,-0.396804574824487,0.368531059138544,0.713792886394022,0.819144456766613,-5.60139559454956
"Lrrc8d",-0.17108577734081,5.17668088411747,-1.73471929918111,0.0879984601106651,0.231780131256342,-5.60141557094838
"Gm37637",-0.140562641323468,-0.51966356481555,-0.263857955186805,0.792806377396135,0.87808411062893,-5.60154722699748
"Gm36070",-0.0958713525270342,-0.591037468194413,-0.178909077492215,0.858620432799083,0.92359364052803,-5.60194045330228
"Hlf",-0.171787445057142,-0.421819141499372,-0.343296831985433,0.732592222756259,0.834650193040937,-5.60260103931563
"Pkd2l2",-0.245058026446621,2.42810699625751,-1.28976122598321,0.202153132359033,0.417690343926158,-5.60270268168817
"Gm10175",0.279264371013545,1.36035923182787,1.03200061209047,0.306272627992178,0.54023555665541,-5.60272106821442
"Mettl25",-0.263105400635536,1.89161296285453,-1.16588242515019,0.248341138876249,0.47363938647693,-5.60272190978078
"Ccdc88a",-0.202850793573357,5.03764049159623,-1.71723670698126,0.0911675294659464,0.23733417020279,-5.6027358858166
"Tenm4",0.245219928358775,3.06402128726334,1.42184689553552,0.160321749982043,0.355927319248752,-5.6028356100802
"Gm12758",0.287697301871094,1.15288909829063,0.974391490123337,0.333829881262667,0.566732518970447,-5.60288366650001
"Harbi1",0.209481019643762,3.58396133918122,1.51456533918087,0.135207651763626,0.31923792495648,-5.60337760594486
"Fam49a",-0.264313879133621,0.141679700695137,-0.63544999887406,0.527585510966469,0.715615813032057,-5.6036340000797
"Adamtsl3",0.289606265595944,0.652895498709226,0.822254117542368,0.414234277518168,0.617641990618577,-5.6037821195598
"Gm34086",0.270831850234476,0.22584626288129,0.670964351580505,0.504854667043386,0.692662733907137,-5.60402265780815
"Gm10231",-0.208004225844205,-0.372029788616339,-0.372619857715812,0.710763104871812,0.816869027977044,-5.60415981056236
"Zfp558",0.262854692366992,-0.021512927914779,0.567117485570745,0.572780159809103,0.745469667170604,-5.60431567569157
"Nbn",-0.213905627286526,3.4542438373386,-1.48985618456225,0.141574726686422,0.328795803846414,-5.60434180226732
"Slc35f6",-0.167885606703287,5.23021507211886,-1.73905642353469,0.0872265302109881,0.230172295476957,-5.60461158520797
"Rab24",0.191743210680856,3.90121528936153,1.56426125275272,0.123090427459079,0.298007828940959,-5.60504646943366
"Gm28659",0.285677023443716,0.986080145740454,0.922704587348936,0.359909320316203,0.597485793049703,-5.60588841069873
"Isl1",0.280701870452324,1.41737172036807,1.04374937906419,0.300847932425085,0.533908786035731,-5.60630004432915
"Itga2",0.236452303745359,-0.150632473321912,0.501200175689782,0.618090244719599,0.750243570011578,-5.6064111825387
"Gm7664",0.217991665767257,-0.22031534301354,0.464027058654779,0.644331439121051,0.769809179562414,-5.60641378050303
"Gm13029",0.145424728642382,-0.495716908253933,0.270695414364611,0.787567554296617,0.874232000210476,-5.60643165880094
"Phactr1",0.284177901760722,0.485889295481002,0.762376900845397,0.448864282518831,0.639491676461716,-5.60643497520545
"Ak4",0.196918288313968,4.33973160219997,1.62679121161278,0.10909704199822,0.272717195763064,-5.60652574868416
"Ndufb4c",0.280630710265889,0.376107269163672,0.722853779421266,0.472618016136834,0.661607274446709,-5.60695670269791
"Gm3555",0.141128326375754,-0.503529142157418,0.260890567419083,0.795082976838064,0.879749213846469,-5.60699851101207
"Btbd18",0.00366080652142865,-0.63268679308776,0.00651115737624511,0.994826792837428,0.99751857310789,-5.60707194306683
"Zfp141",0.222863065129209,2.92350735134661,1.39157119413795,0.169263110051886,0.371190792337524,-5.60711287716968
"Gm15261",-0.188612664881066,-0.360019875993482,-0.371603503511886,0.711515783487942,0.817596427356726,-5.60736688832777
"Gm5526",-0.143629247688304,-0.480522480910828,-0.275975787163701,0.783528483245385,0.871479712187094,-5.60782061085634
"Zfp236",-0.165728847087242,5.48719733708134,-1.76627146894087,0.0825097048292111,0.221913967277777,-5.60786106338923
"Gm15246",-0.289128102832964,1.04789309480088,-0.934922882441618,0.353628848471885,0.590000792156276,-5.60809344815906
"Gm10355",0.279791622712878,0.342089437434984,0.707994655610216,0.481728902036307,0.669818785473061,-5.60854991860244
"Tctex1d4",-0.17381752525634,-0.400786083215685,-0.338025826087202,0.736540403279687,0.837308928091108,-5.60919382921205
"Ccdc78",-0.0908277751701064,-0.564538713086018,-0.172395834135392,0.86371479776676,0.927329060482948,-5.60923200837205
"A930035D04Rik",-0.0296055733860304,-0.618036563467357,-0.0543204256287804,0.956862912500904,0.973502978527525,-5.60925474208812
"Rps29",0.16275605924873,7.76001454151714,1.99851793936911,0.0502628764998907,0.152638831025636,-5.60930989356442
"Gm9108",0.0917164993943569,-0.56867378172462,0.169785337120133,0.865758255673898,0.929039206495348,-5.60936085642274
"Ube2q1",-0.158576969642646,6.7920271312583,-1.90187993625511,0.0620595236082873,0.17896837531493,-5.60941667246432
"Flt1",0.22998150340616,3.02854098315867,1.41021907720456,0.163711527461153,0.361630050184574,-5.60943942492124
"AW011738",-0.299702614718445,0.849928997739026,-0.873956830769245,0.385675928477797,0.601494197771718,-5.60971293348273
"Gm11110",0.275010444732864,1.74442242033965,1.12504696846573,0.265113190256562,0.48780041010282,-5.61017370189988
"Gm37790",0.0787627130768444,-0.577419511404871,0.149504465806834,0.881664123943089,0.932290809948908,-5.61023790308974
"Slc39a5",-0.107757691041066,-0.536939905891034,-0.203856714663081,0.839165142073408,0.914518199888197,-5.61056417215778
"Tmc4",0.27543640567321,1.73172752228309,1.12125498853983,0.266710335896701,0.489913839790879,-5.61064895702792
"Gm5578",-0.00818018642723023,-0.616783532241312,-0.014922329473448,0.988144359193798,0.993273136144631,-5.61078470996022
"Gm7327",-0.310700906129671,0.648799043157584,-0.808698991221104,0.421928809122675,0.617721697858202,-5.61118832224744
"Mis18bp1",-0.184250360940352,4.51250469366302,-1.64598797242936,0.105069537683216,0.264802387218788,-5.61134117575047
"Gm47381",0.284070356779549,1.05422613755546,0.936443800379241,0.352852064306174,0.589244821429104,-5.61139164276284
"Gm15510",0.189243835508644,-0.380494864541989,0.34911725784307,0.728240925984904,0.831221569234896,-5.61141874571724
"Amd-ps3",0.25768093402903,0.120090204338473,0.615561267699218,0.540545225109496,0.728023105403946,-5.61164387010022
"Gsg1",-0.280821069178282,1.78323674940005,-1.1304458244631,0.262850922007333,0.485108821793339,-5.61206097440456
"Hmox2",0.163733897186552,5.45366616672338,1.76007034491998,0.083565387909215,0.222679163956719,-5.61298127839093
"Snord55",-0.265280143848476,0.040551523044139,-0.575615231429897,0.567058556691514,0.745469667170604,-5.61302778078187
"Chml",-0.218305883908694,3.16725186931641,-1.43197233382937,0.157414491108357,0.352829147886064,-5.61312963057842
"Fam173b",-0.200436426771775,3.59979488947131,-1.50897501366502,0.136627948321795,0.321602423937865,-5.61316957788846
"Usp53",0.207882914804238,3.76287015649422,1.53714702219246,0.129589208621979,0.309759499285749,-5.6131919738137
"Acsf2",0.282686204264591,0.572348909818101,0.781369653879654,0.437701112412474,0.628836969361153,-5.61420422809434
"Fam221b",-0.0130550993120246,-0.599496351605186,-0.0243011520065488,0.98069418259009,0.988639323586006,-5.61442199502162
"Tnfsf13os",-0.0586525934230087,-0.574873248644268,-0.106185551653172,0.915794400406657,0.945432188195532,-5.61511658529254
"Hist1h4n",0.24072423461718,-0.0227483027749047,0.541953052269039,0.58988647148514,0.745469667170604,-5.61680138292388
"Casc1",0.280213446201544,0.507215732201015,0.755042871597568,0.453218897008505,0.643446418873414,-5.61713083803365
"Myo7a",-0.165106088411425,5.51389882660062,-1.76356692021487,0.0829687578459999,0.222309590694385,-5.61745422935787
"Cep170",-0.170234017017959,7.18770363926952,-1.93697104479381,0.0575289837170659,0.169246278642741,-5.61750037940685
"Cavin3",-0.162791013306228,7.24732255818542,-1.94292964405953,0.0567883789532409,0.167644165448135,-5.61756185468631
"Dact1",0.0209297269158104,-0.583200998211483,0.0398379392991197,0.968356474753303,0.980840185834546,-5.61801944957963
"Gm28192",-0.18746219974518,-0.287986157511184,-0.387524060875152,0.699759099488979,0.807007421646488,-5.61823143207173
"Celsr1",0.285041275099489,0.836475954716497,0.862321920577837,0.391992705299182,0.601494197771718,-5.61823758733425
"Ugdh",-0.154678739866993,8.00852386803422,-2.01794954425319,0.0481390579903694,0.147319652195788,-5.61841668334911
"Gm5141",-0.284670340345662,1.12855661394587,-0.946963890466411,0.347509439866735,0.582834254946094,-5.61850593119668
"Zfp955a",0.197248995080697,3.71456938079962,1.52556850325877,0.1324463438818,0.315072071816388,-5.61887945780997
"Col23a1",-0.203152872630741,-0.229584515109219,-0.423166169503859,0.673708497488358,0.788450548771742,-5.61893786586909
"C230035I16Rik",0.193303565706851,-0.277740025006236,0.397614695097449,0.69234539052058,0.80069445436623,-5.61901915258484
"Gm7432",-0.127471290180667,-0.462281618731205,-0.245790990006943,0.806694813744682,0.888457500964993,-5.61920217964549
"Uqcrb",-0.177824804969993,5.2516644792005,-1.73149748563713,0.0885755345459997,0.232870915014734,-5.62114505660075
"Jarid2",-0.200980753209173,3.50567449320672,-1.48737492482362,0.142226943731545,0.329973759768676,-5.62125697997292
"Rpl24",-0.225734810113755,-0.0836175334452268,-0.497689158026118,0.620548186123265,0.75241015886706,-5.6214609644453
"Gm43034",-0.0843123903907585,-0.519417529651678,-0.159610984961756,0.873731247029835,0.929455843985319,-5.62170933265122
"CT010433.2",-0.258628318951986,0.211848949327693,-0.632953560771776,0.529203257587132,0.717133311246679,-5.62180973194254
"Kcnk6",-0.281811437794861,0.664440098240011,-0.798569519822495,0.427734493035547,0.618385405813191,-5.62233823736106
"Ap3s1-ps2",0.203906926321007,-0.192829060887041,0.438054608542261,0.662942122773132,0.779997438345724,-5.62343988405807
"4930579K19Rik",0.244092196682888,0.0253225067129224,0.551046344356726,0.583677196288756,0.745469667170604,-5.62352944380399
"Gm44698",0.270037229117206,0.350102141528415,0.687681874613621,0.494340703766006,0.682731215746425,-5.62368456350709
"Ighmbp2",-0.233697662410371,2.8786379592959,-1.3684294981846,0.176352519440489,0.382559441401449,-5.62371682058271
"Gm15429",-0.219021502746874,-0.121488167928587,-0.471796772903578,0.63880746020411,0.765758331623014,-5.62414995286222
"Dock10",-0.176165621044414,5.85106665152548,-1.79625032200556,0.0775612915190857,0.212114790937574,-5.62425501629171
"Gm5628",0.00209086667122769,-0.556548104416576,0.00395528064802722,0.99685745900994,0.998580666995679,-5.62478539463822
"3110045C21Rik",0.263621511352874,1.89165636752111,1.14785352184172,0.255649827270901,0.481417132148575,-5.62520410975762
"Setd4",0.287700131520601,1.10363226998451,0.935090652351364,0.353543108356335,0.589929829507269,-5.62535393877782
"Zfp969",-0.254066333605423,0.0728368173169304,-0.566494175074264,0.573200943839068,0.745469667170604,-5.62563401207726
"BC024139",-0.0222693460968721,-0.54758812804708,-0.0417747457967007,0.966818945911496,0.97977157856473,-5.62606184645839
"Gm7467",0.222179086952837,-0.166732235840442,0.446592719113177,0.656799784702979,0.776660081596105,-5.62616187927018
"Yeats2",0.162075344681697,5.88982596876834,1.7996688456052,0.0770130954055046,0.210974778916344,-5.62652565884059
"3830406C13Rik",-0.229454603664218,2.95358493169056,-1.38092597080768,0.172496555374536,0.376708528279947,-5.62669303625015
"Gm11766",0.0505518744586546,-0.531323991176812,0.0952227515275969,0.924459726523748,0.950424372282067,-5.62681621347502
"Gpsm2",0.153603542782285,7.1207643239125,1.92560513553986,0.0589645215174826,0.172392311464443,-5.62692611091403
"Kif26b",-0.241253406168717,0.0448193896806065,-0.548006939927625,0.585749151183764,0.745469667170604,-5.62745359744659
"Mfap1a",-0.187877384117641,4.15960316364953,-1.58651483927121,0.117953944887949,0.288152475671429,-5.62779203574337
"Tgm5",-0.13390854029788,-0.405673583946712,-0.261839860159019,0.794354477469786,0.879156880649595,-5.62793863282776
"Gm6556",-0.274621972047871,0.468238477874463,-0.722526735241711,0.472817491051943,0.661842691621664,-5.62806723158255
"9330175E14Rik",0.276523119542228,1.21010216207906,0.963378137315753,0.339279443912369,0.573044305404389,-5.62807139554283
"B3gntl1",0.200481786336231,3.51007673423826,1.48455798610912,0.142970261766881,0.331332337950287,-5.62871962114557
"Spag4",0.247828473723014,2.24403025704108,1.22878384543729,0.224018673932998,0.450263354121035,-5.62905889022218
"Rnls",-0.266073185039533,1.85037793983422,-1.13106811997042,0.262591044246317,0.484757835620267,-5.62939714118531
"Ptgr2",-0.175801634276152,4.63707507737515,-1.65099221622386,0.104039763781924,0.262667698741956,-5.62967937596014
"Mettl7b",0.274984566429025,0.588253461878056,0.765338079208735,0.447112992439442,0.638128598993564,-5.62973761139097
"C2cd2",0.205561117387529,3.36367350835516,1.45803896707455,0.150118623255394,0.344246661507814,-5.62987918258532
"1700001G11Rik",-0.223896813273559,-0.0640607860401887,-0.489412084488752,0.626359864700204,0.756891446541747,-5.63045298037978
"Cabyr",-0.0821417094429373,-0.479290984372599,-0.161433808254922,0.872301824462864,0.929455843985319,-5.63072384296191
"Btn1a1",-0.0588044915276578,-0.506063238233837,-0.110979046910942,0.912008636964078,0.94394950724247,-5.6309097456911
"Nrbp1",-0.162331806738978,5.75392503607433,-1.78193588992974,0.0798922776573363,0.217162893289755,-5.6310060996261
"Pgf",0.277983706532801,1.20677999443633,0.958807754713754,0.341558022067355,0.575949420068745,-5.63122536369075
"Gm45809",-0.247024192606523,0.165741067958126,-0.596116241356625,0.553371788771059,0.740332342167032,-5.63129797368563
"Slfn8",0.279484941801024,1.03861470478483,0.908931408370419,0.367074616908782,0.600621078500135,-5.63141879126592
"Casp12",0.169021237177376,5.79059839020683,1.78616633178366,0.0791973834502183,0.215844282469163,-5.63142479036378
"Dgcr2",-0.16468941902371,5.51470144300106,-1.75526211451695,0.0843916436498482,0.224236899206617,-5.6316496512161
"Scyl3",-0.179349241779813,4.45073098053474,-1.62483488907368,0.109514419077833,0.273430578930089,-5.63178207914833
"Fdx1",0.178688052512403,4.64691186937334,1.65139693559171,0.103956841208778,0.262506885785843,-5.63244178310805
"Znrf3",0.216617599362962,3.16232518158499,1.41878929279233,0.161207795631399,0.357516549606645,-5.63267516436615
"Apmap",-0.174945363824104,4.7486633120683,-1.66304799785468,0.101592667031501,0.257944301127772,-5.63340175191976
"Manea",-0.192751871242438,4.06824256804855,-1.56901950024066,0.121977347205321,0.295942729465632,-5.63387825024503
"Gins3",-0.163128124788294,5.39742477133788,-1.74068466103758,0.086938183787915,0.229618046686971,-5.63394271351795
"Gm44507",0.206835077013809,-0.136197380527365,0.443807369634968,0.658800985833173,0.777932215908098,-5.63441284479338
"Rpia",-0.216065710989908,3.17231518281762,-1.4176767601421,0.16153112975572,0.358001019417209,-5.63443384549597
"Ccl28",0.278524196331593,0.544701969627039,0.74219376606203,0.460906768118339,0.651318495219693,-5.63521613659623
"Gm42725",0.0359015356417785,-0.501711851137629,0.0690713709775646,0.945165759415778,0.965026786029787,-5.6355061394066
"Trp53cor1",0.283311995901521,1.49242821376457,1.0342490145924,0.305229372879297,0.539126680803037,-5.63568562706501
"Fhad1",0.166297325882709,-0.29221657225641,0.335178382996349,0.738676223824917,0.838952546614577,-5.63624200159075
"1110059G10Rik",0.2274049867382,2.80872831054682,1.34581016191722,0.183499102514071,0.394086511392194,-5.63711697190802
"2010111I01Rik",0.177527887591879,4.57581460369382,1.63913895359625,0.106492360892082,0.26767184268042,-5.6371278089318
"Egr3",-0.234385712292294,2.58465358697749,-1.29635204318602,0.199888700136041,0.414497150636678,-5.6371958674896
"Fam219b",0.182999660528788,4.2944337530235,1.60075742655567,0.11475801357063,0.282518669002272,-5.63729033641337
"AW146154",-0.269709312953017,1.51360286768744,-1.03568177553313,0.304565836754832,0.538442270119396,-5.63741853733723
"Dgkh",0.202985887590428,3.8878749117946,1.54040612421177,0.128793899593239,0.308371329784531,-5.63772496426756
"R3hcc1l",0.185016179746559,4.01972269404316,1.56033567625411,0.124014834946927,0.299740936262679,-5.6380767053277
"Pde8a",-0.117970820656695,-0.392010571012957,-0.230201856967906,0.818729115808432,0.89848635475549,-5.63825636989355
"Rpsa-ps9",0.231258043286215,0.0501355999064263,0.533269557697476,0.59584489909802,0.745469667170604,-5.6383453432927
"Clstn1",0.15340355364552,8.20168574182164,2.02650280601008,0.047228994338969,0.14561723421941,-5.63945009348384
"Col3a1",-0.155137248494351,9.25838374836609,-2.13117283457907,0.0372404787414841,0.121155385704299,-5.63947141902688
"AC174678.1",-0.267896553465892,1.47878188961915,-1.02394537804615,0.310030120330404,0.544296804414448,-5.63948079950185
"Gm42929",0.0593682217082809,-0.466324499467051,0.113836176164573,0.90975312727456,0.94317766076424,-5.64004532514081
"Gm46339",0.241050740869925,0.157715443242866,0.580189624271645,0.563990251463572,0.745469667170604,-5.64012818697855
"Psmd10",0.164021526001502,5.49968445779073,1.74899600023121,0.0854785877350964,0.226661856213078,-5.64034997483222
"Zfp37",-0.251317087687919,2.48831878904716,-1.27215545968191,0.208295947301932,0.427022329802843,-5.64042265525466
"Gm49124",0.206534419678333,-0.0902414676229298,0.455297749951801,0.650561756450391,0.774204213518297,-5.64049808960205
"Mir133a-2",0.0195268175806748,-0.486171103435884,0.0362507555797162,0.971204465538646,0.982247420017178,-5.64058349866049
"Gm37254",-0.102073145027497,-0.410312347243675,-0.196185076862066,0.84513769867913,0.917913258206627,-5.64062240694845
"Gm17066",-0.270627804009459,1.27521218324774,-0.965411129968219,0.338269109764718,0.571674376800666,-5.64064587225637
"Gm9825",0.0182562559369732,-0.483051375116914,0.0351069631421199,0.972112643379282,0.982765538216211,-5.64148409094078
"Mrps18c",0.192331345264143,3.72122078806269,1.51108868767143,0.136089559353084,0.320776659236485,-5.64166364513485
"Nrep",0.211999898455959,3.05160961824253,1.39083572403232,0.169484996567022,0.371558028360282,-5.64169846695434
"Nr1h4",-0.123877873586214,-0.361511286326878,-0.246585841348001,0.806082443537184,0.888077109019848,-5.64230284461233
"Pms1",-0.211798655003385,3.18112424273311,-1.41314855998346,0.162852338951285,0.360222296319299,-5.64288666506105
